Date;Time;DateTime;Country;DC_Power;AC_Power;Ambient_Temperature;Module_Temperature;Irradiation;Day;Month;Hour;Daily_Yield;Total_Yield
07/04/2024;8;07/04/2024 08:00;Brazil;28.813;28.101;27.12;32.56;0.412;7;4;8;439.936;1120995.048
07/04/2024;9;07/04/2024 09:00;Brazil;42.502;40.085;26.64;30.64;0.63;7;4;9;439.936;1121434.984
07/04/2024;10;07/04/2024 10:00;Brazil;55.612;51.034;25.68;31.38;0.802;7;4;10;439.936;1121874.92
07/04/2024;11;07/04/2024 11:00;Brazil;67.116;61.237;27.11;31.77;0.99;7;4;11;439.936;1122314.856
07/04/2024;12;07/04/2024 12:00;Brazil;65.461;58.266;26.55;31.81;0.943;7;4;12;439.936;1122754.792
07/04/2024;13;07/04/2024 13:00;Brazil;60.654;55.28;26.58;29.44;0.827;7;4;13;439.936;1123194.728
07/04/2024;14;07/04/2024 14:00;Brazil;55.618;49.414;27.16;33.73;0.775;7;4;14;439.936;1123634.664
07/04/2024;15;07/04/2024 15:00;Brazil;44.694;40.036;25.59;32.92;0.632;7;4;15;439.936;1124074.6
07/04/2024;16;07/04/2024 16:00;Brazil;27.444;26.054;26.6;31.69;0.405;7;4;16;439.936;1124514.536
07/04/2024;17;07/04/2024 17:00;Brazil;16.898;14.776;26.59;32.5;0.213;7;4;17;439.936;1124954.472
07/04/2024;18;07/04/2024 18:00;Brazil;0.0;0.0;25.69;31.9;0.005;7;4;18;439.936;1125394.408
07/04/2024;19;07/04/2024 19:00;Brazil;0.0;0.0;26.35;30.14;0.0;7;4;19;439.936;1125834.344
07/04/2024;20;07/04/2024 20:00;Brazil;0.0;0.0;25.69;31.51;0.007;7;4;20;439.936;1126274.28
07/04/2024;21;07/04/2024 21:00;Brazil;0.0;0.0;27.1;32.47;0.004;7;4;21;439.936;1126714.216
07/04/2024;22;07/04/2024 22:00;Brazil;0.0;0.0;26.92;30.74;0.0;7;4;22;439.936;1127154.152
07/04/2024;23;07/04/2024 23:00;Brazil;0.0;0.0;27.01;32.92;0.0;7;4;23;439.936;1127594.088
07/04/2024;0;07/04/2024 00:00;India;0.0;0.0;31.32;35.98;0.033;7;4;0;412.973;873266.549
07/04/2024;1;07/04/2024 01:00;India;0.0;0.0;30.8;35.86;0.0;7;4;1;412.973;873679.522
07/04/2024;2;07/04/2024 02:00;India;0.0;0.0;30.49;35.86;0.003;7;4;2;412.973;874092.495
07/04/2024;3;07/04/2024 03:00;India;0.0;0.0;31.34;36.03;0.009;7;4;3;412.973;874505.468
07/04/2024;4;07/04/2024 04:00;India;0.0;0.0;30.9;37.04;0.0;7;4;4;412.973;874918.441
07/04/2024;5;07/04/2024 05:00;India;0.0;0.0;31.51;34.74;0.015;7;4;5;412.973;875331.414
07/04/2024;6;07/04/2024 06:00;India;8.936;7.835;30.87;36.05;0.119;7;4;6;412.973;875744.387
07/04/2024;7;07/04/2024 07:00;India;15.82;13.651;30.43;35.89;0.294;7;4;7;412.973;876157.36
07/04/2024;8;07/04/2024 08:00;India;24.514;23.19;31.59;35.43;0.386;7;4;8;412.973;876570.333
07/04/2024;9;07/04/2024 09:00;India;39.792;36.869;29.54;35.21;0.666;7;4;9;412.973;876983.306
07/04/2024;10;07/04/2024 10:00;India;50.965;46.738;31.36;35.52;0.868;7;4;10;412.973;877396.279
07/04/2024;11;07/04/2024 11:00;India;55.949;52.204;31.55;37.22;0.923;7;4;11;412.973;877809.252
07/04/2024;12;07/04/2024 12:00;India;59.954;54.38;31.14;35.22;0.982;7;4;12;412.973;878222.225
07/04/2024;13;07/04/2024 13:00;India;56.766;49.814;31.22;36.0;0.957;7;4;13;412.973;878635.198
07/04/2024;14;07/04/2024 14:00;India;51.431;46.154;31.1;36.2;0.847;7;4;14;412.973;879048.171
07/04/2024;15;07/04/2024 15:00;India;38.122;34.948;30.93;35.7;0.667;7;4;15;412.973;879461.144
07/04/2024;16;07/04/2024 16:00;India;25.365;23.356;31.05;37.12;0.447;7;4;16;412.973;879874.117
07/04/2024;17;07/04/2024 17:00;India;16.433;15.066;31.1;36.28;0.229;7;4;17;412.973;880287.09
07/04/2024;18;07/04/2024 18:00;India;9.167;8.768;30.81;35.36;0.126;7;4;18;412.973;880700.063
07/04/2024;19;07/04/2024 19:00;India;0.0;0.0;30.93;38.5;0.0;7;4;19;412.973;881113.036
07/04/2024;20;07/04/2024 20:00;India;0.0;0.0;30.89;37.27;0.002;7;4;20;412.973;881526.009
07/04/2024;21;07/04/2024 21:00;India;0.0;0.0;30.8;38.52;0.0;7;4;21;412.973;881938.982
07/04/2024;22;07/04/2024 22:00;India;0.0;0.0;30.92;35.22;0.0;7;4;22;412.973;882351.955
07/04/2024;23;07/04/2024 23:00;India;0.0;0.0;30.7;37.39;0.014;7;4;23;412.973;882764.928
07/04/2024;0;07/04/2024 00:00;Australia;0.0;0.0;23.76;29.2;0.0;7;4;0;388.95099999999996;1054822.9510000001
07/04/2024;1;07/04/2024 01:00;Australia;0.0;0.0;22.68;29.64;0.0;7;4;1;388.95099999999996;1055211.902
07/04/2024;2;07/04/2024 02:00;Australia;0.0;0.0;23.46;27.85;0.026;7;4;2;388.95099999999996;1055600.853
07/04/2024;3;07/04/2024 03:00;Australia;0.0;0.0;23.33;28.9;0.069;7;4;3;388.95099999999996;1055989.804
07/04/2024;4;07/04/2024 04:00;Australia;0.0;0.0;24.32;28.53;0.0;7;4;4;388.95099999999996;1056378.755
07/04/2024;5;07/04/2024 05:00;Australia;0.0;0.0;23.72;28.17;0.0;7;4;5;388.95099999999996;1056767.706
07/04/2024;6;07/04/2024 06:00;Australia;0.0;0.0;23.71;29.61;0.026;7;4;6;388.95099999999996;1057156.657
07/04/2024;7;07/04/2024 07:00;Australia;14.449;13.103;23.66;27.84;0.232;7;4;7;388.95099999999996;1057545.608
07/04/2024;8;07/04/2024 08:00;Australia;24.018;21.079;23.66;30.26;0.374;7;4;8;388.95099999999996;1057934.559
07/04/2024;9;07/04/2024 09:00;Australia;36.149;31.718;23.3;30.22;0.545;7;4;9;388.95099999999996;1058323.51
07/04/2024;10;07/04/2024 10:00;Australia;54.158;49.742;24.33;28.4;0.834;7;4;10;388.95099999999996;1058712.461
07/04/2024;11;07/04/2024 11:00;Australia;57.259;49.183;23.03;28.42;0.904;7;4;11;388.95099999999996;1059101.412
07/04/2024;12;07/04/2024 12:00;Australia;63.352;58.945;24.58;28.11;0.992;7;4;12;388.95099999999996;1059490.363
07/04/2024;13;07/04/2024 13:00;Australia;62.218;58.336;23.74;28.34;0.948;7;4;13;388.95099999999996;1059879.314
07/04/2024;14;07/04/2024 14:00;Australia;46.172;40.788;23.96;29.59;0.735;7;4;14;388.95099999999996;1060268.265
07/04/2024;15;07/04/2024 15:00;Australia;36.871;31.777;23.68;29.68;0.609;7;4;15;388.95099999999996;1060657.216
07/04/2024;16;07/04/2024 16:00;Australia;25.688;23.188;23.57;28.21;0.379;7;4;16;388.95099999999996;1061046.167
07/04/2024;17;07/04/2024 17:00;Australia;12.615;11.092;24.22;28.62;0.174;7;4;17;388.95099999999996;1061435.118
07/04/2024;18;07/04/2024 18:00;Australia;0.0;0.0;23.64;29.13;0.0;7;4;18;388.95099999999996;1061824.069
07/04/2024;19;07/04/2024 19:00;Australia;0.0;0.0;23.69;29.93;0.0;7;4;19;388.95099999999996;1062213.02
07/04/2024;20;07/04/2024 20:00;Australia;0.0;0.0;23.13;29.3;0.006;7;4;20;388.95099999999996;1062601.971
07/04/2024;21;07/04/2024 21:00;Australia;0.0;0.0;23.27;29.16;0.0;7;4;21;388.95099999999996;1062990.922
07/04/2024;22;07/04/2024 22:00;Australia;0.0;0.0;24.51;28.55;0.024;7;4;22;388.95099999999996;1063379.873
07/04/2024;23;07/04/2024 23:00;Australia;0.0;0.0;24.24;29.19;0.0;7;4;23;388.95099999999996;1063768.824
08/04/2024;0;08/04/2024 00:00;Norway;0.0;0.0;8.92;13.15;0.008;8;4;0;367.575;583336.407
08/04/2024;1;08/04/2024 01:00;Norway;0.0;0.0;9.8;13.97;0.0;8;4;1;367.575;583703.982
08/04/2024;2;08/04/2024 02:00;Norway;0.0;0.0;8.78;14.38;0.022;8;4;2;367.575;584071.557
08/04/2024;3;08/04/2024 03:00;Norway;0.0;0.0;10.04;13.65;0.0;8;4;3;367.575;584439.132
08/04/2024;4;08/04/2024 04:00;Norway;0.0;0.0;10.16;14.91;0.023;8;4;4;367.575;584806.707
08/04/2024;5;08/04/2024 05:00;Norway;0.0;0.0;10.09;14.99;0.002;8;4;5;367.575;585174.282
08/04/2024;6;08/04/2024 06:00;Norway;11.053;9.755;9.56;14.51;0.216;8;4;6;367.575;585541.857
08/04/2024;7;08/04/2024 07:00;Norway;16.054;14.35;10.49;14.0;0.357;8;4;7;367.575;585909.432
08/04/2024;8;08/04/2024 08:00;Norway;25.193;22.187;9.87;15.33;0.493;8;4;8;367.575;586277.007
08/04/2024;9;08/04/2024 09:00;Norway;35.149;31.063;10.07;14.94;0.674;8;4;9;367.575;586644.582
08/04/2024;10;08/04/2024 10:00;Norway;44.519;37.889;9.73;14.15;0.906;8;4;10;367.575;587012.157
08/04/2024;11;08/04/2024 11:00;Norway;48.212;44.284;9.64;15.82;0.919;8;4;11;367.575;587379.732
08/04/2024;12;08/04/2024 12:00;Norway;50.157;47.749;9.43;14.38;0.98;8;4;12;367.575;587747.307
08/04/2024;13;08/04/2024 13:00;Norway;48.485;45.137;10.25;14.65;0.974;8;4;13;367.575;588114.882
08/04/2024;14;08/04/2024 14:00;Norway;40.287;37.311;9.58;15.11;0.801;8;4;14;367.575;588482.457
08/04/2024;15;08/04/2024 15:00;Norway;32.738;30.416;9.72;14.9;0.634;8;4;15;367.575;588850.032
08/04/2024;16;08/04/2024 16:00;Norway;24.678;22.32;9.81;14.47;0.5;8;4;16;367.575;589217.607
08/04/2024;17;08/04/2024 17:00;Norway;17.4;15.635;10.18;13.09;0.389;8;4;17;367.575;589585.182
08/04/2024;18;08/04/2024 18:00;Norway;10.44;9.479;10.0;14.65;0.209;8;4;18;367.575;589952.757
08/04/2024;19;08/04/2024 19:00;Norway;0.0;0.0;10.04;14.24;0.0;8;4;19;367.575;590320.3319999999
08/04/2024;20;08/04/2024 20:00;Norway;0.0;0.0;9.64;14.15;0.006;8;4;20;367.575;590687.907
08/04/2024;21;08/04/2024 21:00;Norway;0.0;0.0;10.18;13.34;0.009;8;4;21;367.575;591055.482
08/04/2024;22;08/04/2024 22:00;Norway;0.0;0.0;9.2;15.0;0.0;8;4;22;367.575;591423.057
08/04/2024;23;08/04/2024 23:00;Norway;0.0;0.0;9.38;15.41;0.02;8;4;23;367.575;591790.632
08/04/2024;0;08/04/2024 00:00;Brazil;0.0;0.0;26.19;31.86;0.009;8;4;0;431.915;1128026.003
08/04/2024;1;08/04/2024 01:00;Brazil;0.0;0.0;26.39;33.42;0.0;8;4;1;431.915;1128457.918
08/04/2024;2;08/04/2024 02:00;Brazil;0.0;0.0;27.02;31.25;0.0;8;4;2;431.915;1128889.833
08/04/2024;3;08/04/2024 03:00;Brazil;0.0;0.0;27.37;32.34;0.0;8;4;3;431.915;1129321.748
08/04/2024;4;08/04/2024 04:00;Brazil;0.0;0.0;26.3;30.89;0.0;8;4;4;431.915;1129753.663
08/04/2024;5;08/04/2024 05:00;Brazil;0.0;0.0;26.76;29.92;0.0;8;4;5;431.915;1130185.578
08/04/2024;6;08/04/2024 06:00;Brazil;0.0;0.0;26.92;31.44;0.0;8;4;6;431.915;1130617.493
08/04/2024;7;08/04/2024 07:00;Brazil;17.244;16.55;26.85;31.39;0.266;8;4;7;431.915;1131049.408
08/04/2024;8;08/04/2024 08:00;Brazil;28.82;26.241;26.13;33.51;0.465;8;4;8;431.915;1131481.323
08/04/2024;9;08/04/2024 09:00;Brazil;41.916;38.728;27.52;30.61;0.609;8;4;9;431.915;1131913.238
08/04/2024;10;08/04/2024 10:00;Brazil;53.429;47.867;27.2;33.09;0.784;8;4;10;431.915;1132345.153
08/04/2024;11;08/04/2024 11:00;Brazil;62.317;55.928;26.85;30.35;0.865;8;4;11;431.915;1132777.068
08/04/2024;12;08/04/2024 12:00;Brazil;70.072;62.102;26.88;31.36;1.01;8;4;12;431.915;1133208.983
08/04/2024;13;08/04/2024 13:00;Brazil;60.082;53.997;27.65;32.78;0.841;8;4;13;431.915;1133640.898
08/04/2024;14;08/04/2024 14:00;Brazil;56.235;52.18;27.16;31.79;0.816;8;4;14;431.915;1134072.813
08/04/2024;15;08/04/2024 15:00;Brazil;41.353;38.186;27.61;31.55;0.592;8;4;15;431.915;1134504.7280000001
08/04/2024;16;08/04/2024 16:00;Brazil;27.066;24.977;26.54;31.48;0.41;8;4;16;431.915;1134936.643
08/04/2024;17;08/04/2024 17:00;Brazil;16.43;15.159;27.15;29.82;0.234;8;4;17;431.915;1135368.558
08/04/2024;18;08/04/2024 18:00;Brazil;0.0;0.0;25.7;31.22;0.0;8;4;18;431.915;1135800.473
08/04/2024;19;08/04/2024 19:00;Brazil;0.0;0.0;27.35;30.67;0.0;8;4;19;431.915;1136232.388
08/04/2024;20;08/04/2024 20:00;Brazil;0.0;0.0;26.39;32.59;0.0;8;4;20;431.915;1136664.303
08/04/2024;21;08/04/2024 21:00;Brazil;0.0;0.0;25.92;30.43;0.0;8;4;21;431.915;1137096.218
08/04/2024;22;08/04/2024 22:00;Brazil;0.0;0.0;27.49;31.13;0.017;8;4;22;431.915;1137528.133
08/04/2024;23;08/04/2024 23:00;Brazil;0.0;0.0;27.08;32.35;0.028;8;4;23;431.915;1137960.048
08/04/2024;0;08/04/2024 00:00;India;0.0;0.0;31.85;34.08;0.007;8;4;0;424.08299999999997;883189.0109999999
08/04/2024;1;08/04/2024 01:00;India;0.0;0.0;32.04;34.21;0.013;8;4;1;424.08299999999997;883613.094
08/04/2024;2;08/04/2024 02:00;India;0.0;0.0;32.04;36.04;0.0;8;4;2;424.08299999999997;884037.177
08/04/2024;3;08/04/2024 03:00;India;0.0;0.0;30.7;34.85;0.008;8;4;3;424.08299999999997;884461.26
08/04/2024;4;08/04/2024 04:00;India;0.0;0.0;30.72;36.96;0.034;8;4;4;424.08299999999997;884885.343
08/04/2024;5;08/04/2024 05:00;India;0.0;0.0;31.72;36.95;0.037;8;4;5;424.08299999999997;885309.426
08/04/2024;6;08/04/2024 06:00;India;9.202;8.34;31.06;37.02;0.162;8;4;6;424.08299999999997;885733.509
08/04/2024;7;08/04/2024 07:00;India;17.55;15.997;31.42;36.9;0.265;8;4;7;424.08299999999997;886157.592
08/04/2024;8;08/04/2024 08:00;India;26.249;24.138;32.3;36.7;0.428;8;4;8;424.08299999999997;886581.675
08/04/2024;9;08/04/2024 09:00;India;38.2;34.755;31.33;36.0;0.636;8;4;9;424.08299999999997;887005.758
08/04/2024;10;08/04/2024 10:00;India;50.983;47.993;30.56;34.42;0.865;8;4;10;424.08299999999997;887429.841
08/04/2024;11;08/04/2024 11:00;India;57.029;53.72;30.67;34.61;0.931;8;4;11;424.08299999999997;887853.924
08/04/2024;12;08/04/2024 12:00;India;58.424;55.131;30.93;37.0;0.957;8;4;12;424.08299999999997;888278.007
08/04/2024;13;08/04/2024 13:00;India;60.274;55.22;31.34;38.16;1.034;8;4;13;424.08299999999997;888702.09
08/04/2024;14;08/04/2024 14:00;India;53.224;47.221;31.52;37.1;0.886;8;4;14;424.08299999999997;889126.173
08/04/2024;15;08/04/2024 15:00;India;36.518;33.467;31.78;37.51;0.603;8;4;15;424.08299999999997;889550.256
08/04/2024;16;08/04/2024 16:00;India;26.835;24.982;31.49;34.8;0.429;8;4;16;424.08299999999997;889974.339
08/04/2024;17;08/04/2024 17:00;India;15.861;14.517;31.06;37.23;0.274;8;4;17;424.08299999999997;890398.422
08/04/2024;18;08/04/2024 18:00;India;9.292;8.602;30.63;36.29;0.138;8;4;18;424.08299999999997;890822.505
08/04/2024;19;08/04/2024 19:00;India;0.0;0.0;30.96;35.64;0.0;8;4;19;424.08299999999997;891246.588
08/04/2024;20;08/04/2024 20:00;India;0.0;0.0;32.47;34.8;0.026;8;4;20;424.08299999999997;891670.671
08/04/2024;21;08/04/2024 21:00;India;0.0;0.0;31.3;36.83;0.032;8;4;21;424.08299999999997;892094.754
08/04/2024;22;08/04/2024 22:00;India;0.0;0.0;31.05;37.08;0.002;8;4;22;424.08299999999997;892518.8369999999
08/04/2024;23;08/04/2024 23:00;India;0.0;0.0;31.46;34.81;0.0;8;4;23;424.08299999999997;892942.92
08/04/2024;0;08/04/2024 00:00;Australia;0.0;0.0;24.73;30.33;0.002;8;4;0;374.238;1064143.062
08/04/2024;1;08/04/2024 01:00;Australia;0.0;0.0;24.09;29.4;0.006;8;4;1;374.238;1064517.3
08/04/2024;2;08/04/2024 02:00;Australia;0.0;0.0;24.86;30.32;0.024;8;4;2;374.238;1064891.538
08/04/2024;3;08/04/2024 03:00;Australia;0.0;0.0;24.42;29.35;0.029;8;4;3;374.238;1065265.776
08/04/2024;4;08/04/2024 04:00;Australia;0.0;0.0;24.84;26.51;0.009;8;4;4;374.238;1065640.014
08/04/2024;5;08/04/2024 05:00;Australia;0.0;0.0;23.3;28.3;0.0;8;4;5;374.238;1066014.252
08/04/2024;6;08/04/2024 06:00;Australia;0.0;0.0;23.76;29.78;0.0;8;4;6;374.238;1066388.49
08/04/2024;7;08/04/2024 07:00;Australia;13.289;11.785;24.32;28.12;0.204;8;4;7;374.238;1066762.728
08/04/2024;8;08/04/2024 08:00;Australia;22.844;20.284;23.4;31.27;0.352;8;4;8;374.238;1067136.966
08/04/2024;9;08/04/2024 09:00;Australia;40.849;36.028;24.05;26.09;0.641;8;4;9;374.238;1067511.204
08/04/2024;10;08/04/2024 10:00;Australia;46.553;41.391;24.02;28.1;0.715;8;4;10;374.238;1067885.442
08/04/2024;11;08/04/2024 11:00;Australia;60.201;50.967;23.81;29.26;0.883;8;4;11;374.238;1068259.68
08/04/2024;12;08/04/2024 12:00;Australia;61.913;57.381;24.44;29.18;0.926;8;4;12;374.238;1068633.918
08/04/2024;13;08/04/2024 13:00;Australia;55.84;49.306;23.38;28.18;0.875;8;4;13;374.238;1069008.156
08/04/2024;14;08/04/2024 14:00;Australia;50.086;43.034;23.89;28.99;0.707;8;4;14;374.238;1069382.394
08/04/2024;15;08/04/2024 15:00;Australia;34.254;29.654;23.42;31.89;0.487;8;4;15;374.238;1069756.632
08/04/2024;16;08/04/2024 16:00;Australia;24.18;22.58;24.4;29.29;0.376;8;4;16;374.238;1070130.87
08/04/2024;17;08/04/2024 17:00;Australia;13.901;11.828;23.18;28.12;0.183;8;4;17;374.238;1070505.108
08/04/2024;18;08/04/2024 18:00;Australia;0.0;0.0;23.78;28.78;0.017;8;4;18;374.238;1070879.346
08/04/2024;19;08/04/2024 19:00;Australia;0.0;0.0;23.04;28.92;0.0;8;4;19;374.238;1071253.584
08/04/2024;20;08/04/2024 20:00;Australia;0.0;0.0;24.34;29.75;0.0;8;4;20;374.238;1071627.822
08/04/2024;21;08/04/2024 21:00;Australia;0.0;0.0;23.67;29.92;0.007;8;4;21;374.238;1072002.06
08/04/2024;22;08/04/2024 22:00;Australia;0.0;0.0;24.04;28.02;0.01;8;4;22;374.238;1072376.298
08/04/2024;23;08/04/2024 23:00;Australia;0.0;0.0;22.81;28.99;0.017;8;4;23;374.238;1072750.536
09/04/2024;0;09/04/2024 00:00;Norway;0.0;0.0;10.68;14.61;0.0;9;4;0;365.643;592156.275
09/04/2024;1;09/04/2024 01:00;Norway;0.0;0.0;11.56;16.11;0.0;9;4;1;365.643;592521.918
09/04/2024;2;09/04/2024 02:00;Norway;0.0;0.0;10.79;12.22;0.0;9;4;2;365.643;592887.561
09/04/2024;3;09/04/2024 03:00;Norway;0.0;0.0;10.29;13.81;0.0;9;4;3;365.643;593253.204
09/04/2024;4;09/04/2024 04:00;Norway;0.0;0.0;9.56;15.22;0.0;9;4;4;365.643;593618.847
09/04/2024;5;09/04/2024 05:00;Norway;0.0;0.0;10.45;14.41;0.0;9;4;5;365.643;593984.49
09/04/2024;6;09/04/2024 06:00;Norway;10.904;9.623;10.57;16.16;0.243;9;4;6;365.643;594350.133
09/04/2024;7;09/04/2024 07:00;Norway;16.891;15.896;10.03;15.77;0.345;9;4;7;365.643;594715.776
09/04/2024;8;09/04/2024 08:00;Norway;24.436;21.623;10.18;14.68;0.469;9;4;8;365.643;595081.419
09/04/2024;9;09/04/2024 09:00;Norway;33.34;29.672;9.94;14.9;0.676;9;4;9;365.643;595447.062
09/04/2024;10;09/04/2024 10:00;Norway;44.277;39.016;9.38;14.76;0.869;9;4;10;365.643;595812.705
09/04/2024;11;09/04/2024 11:00;Norway;48.359;43.619;9.42;14.77;0.958;9;4;11;365.643;596178.348
09/04/2024;12;09/04/2024 12:00;Norway;48.322;43.115;10.4;15.13;0.969;9;4;12;365.643;596543.991
09/04/2024;13;09/04/2024 13:00;Norway;47.757;42.835;9.72;13.41;0.993;9;4;13;365.643;596909.634
09/04/2024;14;09/04/2024 14:00;Norway;40.599;35.98;10.99;14.67;0.794;9;4;14;365.643;597275.277
09/04/2024;15;09/04/2024 15:00;Norway;36.331;33.37;9.88;14.61;0.712;9;4;15;365.643;597640.92
09/04/2024;16;09/04/2024 16:00;Norway;26.807;25.011;10.32;14.65;0.574;9;4;16;365.643;598006.563
09/04/2024;17;09/04/2024 17:00;Norway;17.8;16.058;9.09;14.08;0.366;9;4;17;365.643;598372.206
09/04/2024;18;09/04/2024 18:00;Norway;10.543;9.825;9.43;16.45;0.201;9;4;18;365.643;598737.849
09/04/2024;19;09/04/2024 19:00;Norway;0.0;0.0;8.9;11.66;0.0;9;4;19;365.643;599103.492
09/04/2024;20;09/04/2024 20:00;Norway;0.0;0.0;9.99;14.64;0.016;9;4;20;365.643;599469.135
09/04/2024;21;09/04/2024 21:00;Norway;0.0;0.0;9.37;15.15;0.0;9;4;21;365.643;599834.778
09/04/2024;22;09/04/2024 22:00;Norway;0.0;0.0;9.77;15.48;0.016;9;4;22;365.643;600200.421
09/04/2024;23;09/04/2024 23:00;Norway;0.0;0.0;10.2;16.11;0.0;9;4;23;365.643;600566.064
09/04/2024;0;09/04/2024 00:00;Brazil;0.0;0.0;26.73;31.48;0.002;9;4;0;436.748;1138396.796
09/04/2024;1;09/04/2024 01:00;Brazil;0.0;0.0;26.73;32.12;0.009;9;4;1;436.748;1138833.544
09/04/2024;2;09/04/2024 02:00;Brazil;0.0;0.0;27.47;33.8;0.0;9;4;2;436.748;1139270.292
09/04/2024;3;09/04/2024 03:00;Brazil;0.0;0.0;27.24;31.9;0.0;9;4;3;436.748;1139707.04
09/04/2024;4;09/04/2024 04:00;Brazil;0.0;0.0;26.62;30.67;0.001;9;4;4;436.748;1140143.788
09/04/2024;5;09/04/2024 05:00;Brazil;0.0;0.0;26.88;32.45;0.025;9;4;5;436.748;1140580.536
09/04/2024;6;09/04/2024 06:00;Brazil;0.0;0.0;27.41;30.26;0.0;9;4;6;436.748;1141017.284
09/04/2024;7;09/04/2024 07:00;Brazil;15.739;13.643;26.98;31.45;0.256;9;4;7;436.748;1141454.032
09/04/2024;8;09/04/2024 08:00;Brazil;25.699;23.109;26.18;32.05;0.334;9;4;8;436.748;1141890.78
09/04/2024;9;09/04/2024 09:00;Brazil;40.329;36.65;26.78;30.95;0.592;9;4;9;436.748;1142327.528
09/04/2024;10;09/04/2024 10:00;Brazil;55.209;51.43;27.52;31.08;0.773;9;4;10;436.748;1142764.276
09/04/2024;11;09/04/2024 11:00;Brazil;59.455;55.9;27.6;31.86;0.846;9;4;11;436.748;1143201.024
09/04/2024;12;09/04/2024 12:00;Brazil;71.433;63.376;26.09;31.01;0.995;9;4;12;436.748;1143637.772
09/04/2024;13;09/04/2024 13:00;Brazil;73.784;68.075;26.85;31.77;1.048;9;4;13;436.748;1144074.52
09/04/2024;14;09/04/2024 14:00;Brazil;51.884;45.262;26.73;30.58;0.711;9;4;14;436.748;1144511.268
09/04/2024;15;09/04/2024 15:00;Brazil;42.168;37.27;26.75;32.59;0.563;9;4;15;436.748;1144948.016
09/04/2024;16;09/04/2024 16:00;Brazil;27.619;24.913;26.77;32.58;0.385;9;4;16;436.748;1145384.764
09/04/2024;17;09/04/2024 17:00;Brazil;18.359;17.12;27.48;32.28;0.259;9;4;17;436.748;1145821.512
09/04/2024;18;09/04/2024 18:00;Brazil;0.0;0.0;26.7;33.35;0.022;9;4;18;436.748;1146258.26
09/04/2024;19;09/04/2024 19:00;Brazil;0.0;0.0;26.37;32.11;0.0;9;4;19;436.748;1146695.008
09/04/2024;20;09/04/2024 20:00;Brazil;0.0;0.0;27.3;30.74;0.0;9;4;20;436.748;1147131.756
09/04/2024;21;09/04/2024 21:00;Brazil;0.0;0.0;27.18;31.26;0.0;9;4;21;436.748;1147568.504
09/04/2024;22;09/04/2024 22:00;Brazil;0.0;0.0;27.02;30.22;0.0;9;4;22;436.748;1148005.252
09/04/2024;23;09/04/2024 23:00;Brazil;0.0;0.0;26.54;32.43;0.022;9;4;23;436.748;1148442.0
09/04/2024;0;09/04/2024 00:00;India;0.0;0.0;31.22;34.64;0.0;9;4;0;405.353;893348.273
09/04/2024;1;09/04/2024 01:00;India;0.0;0.0;31.4;36.3;0.028;9;4;1;405.353;893753.626
09/04/2024;2;09/04/2024 02:00;India;0.0;0.0;31.38;36.68;0.0;9;4;2;405.353;894158.979
09/04/2024;3;09/04/2024 03:00;India;0.0;0.0;30.56;36.27;0.024;9;4;3;405.353;894564.332
09/04/2024;4;09/04/2024 04:00;India;0.0;0.0;31.46;36.64;0.0;9;4;4;405.353;894969.6849999999
09/04/2024;5;09/04/2024 05:00;India;0.0;0.0;31.54;35.23;0.003;9;4;5;405.353;895375.038
09/04/2024;6;09/04/2024 06:00;India;8.816;8.022;31.45;37.78;0.177;9;4;6;405.353;895780.391
09/04/2024;7;09/04/2024 07:00;India;14.949;13.296;31.04;36.32;0.247;9;4;7;405.353;896185.744
09/04/2024;8;09/04/2024 08:00;India;26.512;25.416;31.14;35.58;0.412;9;4;8;405.353;896591.097
09/04/2024;9;09/04/2024 09:00;India;36.942;32.76;31.63;37.55;0.588;9;4;9;405.353;896996.45
09/04/2024;10;09/04/2024 10:00;India;53.674;49.627;31.13;36.62;0.92;9;4;10;405.353;897401.803
09/04/2024;11;09/04/2024 11:00;India;58.265;53.969;31.15;37.42;1.004;9;4;11;405.353;897807.156
09/04/2024;12;09/04/2024 12:00;India;59.178;53.076;30.85;38.15;0.976;9;4;12;405.353;898212.509
09/04/2024;13;09/04/2024 13:00;India;51.627;47.676;31.49;36.78;0.832;9;4;13;405.353;898617.862
09/04/2024;14;09/04/2024 14:00;India;49.811;45.114;31.21;37.3;0.789;9;4;14;405.353;899023.215
09/04/2024;15;09/04/2024 15:00;India;36.874;33.877;30.84;35.41;0.581;9;4;15;405.353;899428.568
09/04/2024;16;09/04/2024 16:00;India;22.891;21.285;30.59;36.77;0.381;9;4;16;405.353;899833.921
09/04/2024;17;09/04/2024 17:00;India;15.131;13.477;31.11;37.44;0.238;9;4;17;405.353;900239.274
09/04/2024;18;09/04/2024 18:00;India;8.675;7.758;31.36;37.81;0.156;9;4;18;405.353;900644.627
09/04/2024;19;09/04/2024 19:00;India;0.0;0.0;31.89;36.73;0.006;9;4;19;405.353;901049.98
09/04/2024;20;09/04/2024 20:00;India;0.0;0.0;31.41;35.23;0.014;9;4;20;405.353;901455.333
09/04/2024;21;09/04/2024 21:00;India;0.0;0.0;32.17;37.5;0.035;9;4;21;405.353;901860.686
09/04/2024;22;09/04/2024 22:00;India;0.0;0.0;31.57;36.95;0.0;9;4;22;405.353;902266.039
